operation_id,container_id,operation_type,location_id,resource_id,planned_start,planned_end,due_time,lateness_minutes,dependencies,critical_path_minutes
MWJU0000030:DISCHARGE,MWJU0000030,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:23:00,2026-06-08T11:41:00,2026-06-10T14:06:00,0,[],341
OEIU0000007:DRAY_IN,OEIU0000007,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:23:00,2026-06-08T12:22:00,2026-06-09T20:48:00,0,"[""OEIU0000007:GATE_READY""]",337
SGWU0000033:RECEIVE,SGWU0000033,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T11:23:00,2026-06-08T12:04:00,2026-06-10T11:24:00,0,"[""SGWU0000033:DRAY_IN""]",387
WDMU0000026:GATE_READY,WDMU0000026,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:24:00,2026-06-08T11:36:00,2026-06-10T16:42:00,0,"[""WDMU0000026:DISCHARGE""]",339
KYEU0000023:GATE_READY,KYEU0000023,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:31:00,2026-06-08T11:37:00,2026-06-10T12:24:00,0,"[""KYEU0000023:DISCHARGE""]",337
BHSU0000011:DRAY_OUT,BHSU0000011,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:32:00,2026-06-08T13:17:00,2026-06-10T13:12:00,0,"[""BHSU0000011:OUTBOUND""]",144
DUJU0000010:DISCHARGE,DUJU0000010,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:36:00,2026-06-08T11:53:00,2026-06-10T19:06:00,0,[],337
WDMU0000026:DRAY_IN,WDMU0000026,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:36:00,2026-06-08T12:35:00,2026-06-10T16:42:00,0,"[""WDMU0000026:GATE_READY""]",327
KYEU0000023:DRAY_IN,KYEU0000023,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:37:00,2026-06-08T13:06:00,2026-06-10T12:24:00,0,"[""KYEU0000023:GATE_READY""]",331
UUDU0000015:DISCHARGE,UUDU0000015,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:37:00,2026-06-08T11:56:00,2026-06-09T20:36:00,0,[],334
WEWU0000036:RECEIVE,WEWU0000036,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T11:40:00,2026-06-08T12:17:00,2026-06-10T08:42:00,0,"[""WEWU0000036:DRAY_IN""]",298
OZRU0000016:GATE_READY,OZRU0000016,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:41:00,2026-06-08T11:50:00,2026-06-09T15:42:00,0,"[""OZRU0000016:DISCHARGE""]",333
SMPU0000037:RECEIVE,SMPU0000037,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T11:46:00,2026-06-08T12:39:00,2026-06-10T18:48:00,0,"[""SMPU0000037:DRAY_IN""]",331
UNEU0000039:RECEIVE,UNEU0000039,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T11:47:00,2026-06-08T12:20:00,2026-06-10T02:00:00,0,"[""UNEU0000039:DRAY_IN""]",289
CMDU0000003:DRAY_OUT,CMDU0000003,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:48:00,2026-06-08T13:17:00,2026-06-10T13:24:00,0,"[""CMDU0000003:OUTBOUND""]",120
KCYU0000032:STORAGE_PICK,KCYU0000032,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T11:48:00,2026-06-08T15:14:00,2026-06-09T19:18:00,0,"[""KCYU0000032:RECEIVE""]",390
NGRU0000012:GATE_READY,NGRU0000012,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:50:00,2026-06-08T11:56:00,2026-06-10T09:18:00,0,"[""NGRU0000012:DISCHARGE""]",328
OZRU0000016:DRAY_IN,OZRU0000016,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:50:00,2026-06-08T12:48:00,2026-06-09T15:42:00,0,"[""OZRU0000016:GATE_READY""]",324
MWJU0000030:GATE_READY,MWJU0000030,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:53:00,2026-06-08T12:03:00,2026-06-10T14:06:00,0,"[""MWJU0000030:DISCHARGE""]",323
DUJU0000010:GATE_READY,DUJU0000010,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:56:00,2026-06-08T12:05:00,2026-06-10T19:06:00,0,"[""DUJU0000010:DISCHARGE""]",320
KICU0000027:DISCHARGE,KICU0000027,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T11:56:00,2026-06-08T12:09:00,2026-06-10T11:48:00,0,[],319
NGRU0000012:DRAY_IN,NGRU0000012,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T11:56:00,2026-06-08T12:56:00,2026-06-10T09:18:00,0,"[""NGRU0000012:GATE_READY""]",322
PAXU0000040:RECEIVE,PAXU0000040,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:01:00,2026-06-08T12:45:00,2026-06-10T12:06:00,0,"[""PAXU0000040:DRAY_IN""]",298
NPAU0000038:RECEIVE,NPAU0000038,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T12:02:00,2026-06-08T12:45:00,2026-06-09T20:54:00,0,"[""NPAU0000038:DRAY_IN""]",279
HLJU0000021:DISCHARGE,HLJU0000021,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:03:00,2026-06-08T12:23:00,2026-06-09T23:12:00,0,[],318
MWJU0000030:DRAY_IN,MWJU0000030,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:03:00,2026-06-08T12:48:00,2026-06-10T14:06:00,0,"[""MWJU0000030:GATE_READY""]",313
DUJU0000010:DRAY_IN,DUJU0000010,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:05:00,2026-06-08T12:51:00,2026-06-10T19:06:00,0,"[""DUJU0000010:GATE_READY""]",311
HUIU0000035:RECEIVE,HUIU0000035,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T12:05:00,2026-06-08T12:32:00,2026-06-09T17:36:00,0,"[""HUIU0000035:DRAY_IN""]",277
UUDU0000015:GATE_READY,UUDU0000015,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:05:00,2026-06-08T12:12:00,2026-06-09T20:36:00,0,"[""UUDU0000015:DISCHARGE""]",315
XREU0000022:DISCHARGE,XREU0000022,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:09:00,2026-06-08T12:28:00,2026-06-10T00:18:00,0,[],306
KICU0000027:GATE_READY,KICU0000027,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:12:00,2026-06-08T12:20:00,2026-06-10T11:48:00,0,"[""KICU0000027:DISCHARGE""]",306
UUDU0000015:DRAY_IN,UUDU0000015,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:12:00,2026-06-08T13:24:00,2026-06-09T20:36:00,0,"[""UUDU0000015:GATE_READY""]",308
XXXU0000029:RECEIVE,XXXU0000029,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:16:00,2026-06-08T12:57:00,2026-06-10T20:00:00,0,"[""XXXU0000029:DRAY_IN""]",277
KICU0000027:DRAY_IN,KICU0000027,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:20:00,2026-06-08T13:16:00,2026-06-10T11:48:00,0,"[""KICU0000027:GATE_READY""]",298
OEIU0000007:RECEIVE,OEIU0000007,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:22:00,2026-06-08T12:51:00,2026-06-09T20:48:00,0,"[""OEIU0000007:DRAY_IN""]",278
HLJU0000021:GATE_READY,HLJU0000021,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:23:00,2026-06-08T12:31:00,2026-06-09T23:12:00,0,"[""HLJU0000021:DISCHARGE""]",298
XREU0000022:GATE_READY,XREU0000022,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T12:28:00,2026-06-08T12:36:00,2026-06-10T00:18:00,0,"[""XREU0000022:DISCHARGE""]",287
HLJU0000021:DRAY_IN,HLJU0000021,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:31:00,2026-06-08T13:58:00,2026-06-09T23:12:00,0,"[""HLJU0000021:GATE_READY""]",290
GVIU0000005:STORAGE_PICK,GVIU0000005,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T12:33:00,2026-06-08T16:25:00,2026-06-10T11:36:00,0,"[""GVIU0000005:RECEIVE""]",387
YYBU0000006:OUTBOUND,YYBU0000006,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T12:33:00,2026-06-08T13:10:00,2026-06-09T20:42:00,0,"[""YYBU0000006:STORAGE_PICK""]",183
XREU0000022:DRAY_IN,XREU0000022,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T12:36:00,2026-06-08T13:24:00,2026-06-10T00:18:00,0,"[""XREU0000022:GATE_READY""]",279
WDMU0000026:RECEIVE,WDMU0000026,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:39:00,2026-06-08T13:11:00,2026-06-10T16:42:00,0,"[""WDMU0000026:DRAY_IN""]",268
MWJU0000030:RECEIVE,MWJU0000030,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:48:00,2026-06-08T13:22:00,2026-06-10T14:06:00,0,"[""MWJU0000030:DRAY_IN""]",268
OZRU0000016:RECEIVE,OZRU0000016,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:51:00,2026-06-08T13:43:00,2026-06-09T15:42:00,0,"[""OZRU0000016:DRAY_IN""]",266
DUJU0000010:RECEIVE,DUJU0000010,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T12:57:00,2026-06-08T13:25:00,2026-06-10T19:06:00,0,"[""DUJU0000010:DRAY_IN""]",265
DOEU0000034:STORAGE_PICK,DOEU0000034,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T13:05:00,2026-06-08T16:36:00,2026-06-10T01:30:00,0,"[""DOEU0000034:RECEIVE""]",360
VRYU0000009:OUTBOUND,VRYU0000009,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T13:05:00,2026-06-08T13:54:00,2026-06-09T22:00:00,0,"[""VRYU0000009:STORAGE_PICK""]",146
KYEU0000023:RECEIVE,KYEU0000023,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T13:06:00,2026-06-08T13:59:00,2026-06-10T12:24:00,0,"[""KYEU0000023:DRAY_IN""]",242
YYBU0000006:DRAY_OUT,YYBU0000006,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T13:10:00,2026-06-08T14:56:00,2026-06-09T20:42:00,0,"[""YYBU0000006:OUTBOUND""]",146
NGRU0000012:RECEIVE,NGRU0000012,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T13:11:00,2026-06-08T13:43:00,2026-06-10T09:18:00,0,"[""NGRU0000012:DRAY_IN""]",262
KICU0000027:RECEIVE,KICU0000027,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T13:16:00,2026-06-08T13:59:00,2026-06-10T11:48:00,0,"[""KICU0000027:DRAY_IN""]",242
BHSU0000011:DELIVERY,BHSU0000011,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T13:17:00,2026-06-08T13:56:00,2026-06-10T13:12:00,0,"[""BHSU0000011:DRAY_OUT""]",39
CMDU0000003:DELIVERY,CMDU0000003,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T13:17:00,2026-06-08T13:48:00,2026-06-10T13:24:00,0,"[""CMDU0000003:DRAY_OUT""]",31
UUDU0000015:RECEIVE,UUDU0000015,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T13:24:00,2026-06-08T13:54:00,2026-06-09T20:36:00,0,"[""UUDU0000015:DRAY_IN""]",236
XREU0000022:RECEIVE,XREU0000022,warehouse_receive,WH-02,WH-02_RECEIVING,2026-06-08T13:24:00,2026-06-08T13:51:00,2026-06-10T00:18:00,0,"[""XREU0000022:DRAY_IN""]",231
VRYU0000009:DRAY_OUT,VRYU0000009,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T13:54:00,2026-06-08T14:55:00,2026-06-09T22:00:00,0,"[""VRYU0000009:OUTBOUND""]",97
HLJU0000021:RECEIVE,HLJU0000021,warehouse_receive,WH-01,WH-01_RECEIVING,2026-06-08T13:58:00,2026-06-08T14:26:00,2026-06-09T23:12:00,0,"[""HLJU0000021:DRAY_IN""]",203
SGWU0000033:STORAGE_PICK,SGWU0000033,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T14:55:00,2026-06-08T18:23:00,2026-06-10T11:24:00,0,"[""SGWU0000033:RECEIVE""]",346
STUU0000031:OUTBOUND,STUU0000031,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T14:55:00,2026-06-08T15:41:00,2026-06-09T21:12:00,0,"[""STUU0000031:STORAGE_PICK""]",175
VRYU0000009:DELIVERY,VRYU0000009,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T14:55:00,2026-06-08T15:31:00,2026-06-09T22:00:00,0,"[""VRYU0000009:DRAY_OUT""]",36
YYBU0000006:DELIVERY,YYBU0000006,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T14:56:00,2026-06-08T15:36:00,2026-06-09T20:42:00,0,"[""YYBU0000006:DRAY_OUT""]",40
HSTU0000019:STORAGE_PICK,HSTU0000019,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T15:14:00,2026-06-08T18:04:00,2026-06-10T08:00:00,0,"[""HSTU0000019:RECEIVE""]",300
KCYU0000032:OUTBOUND,KCYU0000032,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T15:14:00,2026-06-08T15:52:00,2026-06-09T19:18:00,0,"[""KCYU0000032:STORAGE_PICK""]",184
STUU0000031:DRAY_OUT,STUU0000031,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T15:41:00,2026-06-08T17:11:00,2026-06-09T21:12:00,0,"[""STUU0000031:OUTBOUND""]",129
KCYU0000032:DRAY_OUT,KCYU0000032,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T15:52:00,2026-06-08T17:38:00,2026-06-09T19:18:00,0,"[""KCYU0000032:OUTBOUND""]",146
GVIU0000005:OUTBOUND,GVIU0000005,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T16:25:00,2026-06-08T16:57:00,2026-06-10T11:36:00,0,"[""GVIU0000005:STORAGE_PICK""]",155
TXEU0000025:STORAGE_PICK,TXEU0000025,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T16:25:00,2026-06-08T18:58:00,2026-06-09T14:36:00,0,"[""TXEU0000025:RECEIVE""]",291
DOEU0000034:OUTBOUND,DOEU0000034,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T16:36:00,2026-06-08T17:15:00,2026-06-10T01:30:00,0,"[""DOEU0000034:STORAGE_PICK""]",149
EVUU0000020:STORAGE_PICK,EVUU0000020,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T16:36:00,2026-06-08T18:39:00,2026-06-10T04:06:00,0,"[""EVUU0000020:RECEIVE""]",287
GVIU0000005:DRAY_OUT,GVIU0000005,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T16:57:00,2026-06-08T18:30:00,2026-06-10T11:36:00,0,"[""GVIU0000005:OUTBOUND""]",123
STUU0000031:DELIVERY,STUU0000031,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T17:11:00,2026-06-08T17:50:00,2026-06-09T21:12:00,0,"[""STUU0000031:DRAY_OUT""]",39
DOEU0000034:DRAY_OUT,DOEU0000034,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T17:15:00,2026-06-08T18:21:00,2026-06-10T01:30:00,0,"[""DOEU0000034:OUTBOUND""]",110
KCYU0000032:DELIVERY,KCYU0000032,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T17:38:00,2026-06-08T18:18:00,2026-06-09T19:18:00,0,"[""KCYU0000032:DRAY_OUT""]",40
HSTU0000019:OUTBOUND,HSTU0000019,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T18:04:00,2026-06-08T18:36:00,2026-06-10T08:00:00,0,"[""HSTU0000019:STORAGE_PICK""]",130
SMPU0000037:STORAGE_PICK,SMPU0000037,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T18:04:00,2026-06-08T20:30:00,2026-06-10T18:48:00,0,"[""SMPU0000037:RECEIVE""]",278
DOEU0000034:DELIVERY,DOEU0000034,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T18:21:00,2026-06-08T19:05:00,2026-06-10T01:30:00,0,"[""DOEU0000034:DRAY_OUT""]",44
NLXU0000028:CROSSDOCK,NLXU0000028,warehouse_crossdock,WH-02,WH-02_CROSSDOCK,2026-06-08T18:23:00,2026-06-08T20:14:00,2026-06-10T02:54:00,0,"[""NLXU0000028:RECEIVE""]",286
SGWU0000033:OUTBOUND,SGWU0000033,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T18:23:00,2026-06-08T18:49:00,2026-06-10T11:24:00,0,"[""SGWU0000033:STORAGE_PICK""]",138
GVIU0000005:DELIVERY,GVIU0000005,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T18:30:00,2026-06-08T19:00:00,2026-06-10T11:36:00,0,"[""GVIU0000005:DRAY_OUT""]",30
HSTU0000019:DRAY_OUT,HSTU0000019,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T18:36:00,2026-06-08T19:42:00,2026-06-10T08:00:00,0,"[""HSTU0000019:OUTBOUND""]",98
BBSU0000018:STORAGE_PICK,BBSU0000018,warehouse_storage_pick,WH-02,WH-02_CROSSDOCK,2026-06-08T18:39:00,2026-06-08T21:09:00,2026-06-09T14:54:00,0,"[""BBSU0000018:RECEIVE""]",282
EVUU0000020:OUTBOUND,EVUU0000020,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T18:39:00,2026-06-08T19:15:00,2026-06-10T04:06:00,0,"[""EVUU0000020:STORAGE_PICK""]",164
SGWU0000033:DRAY_OUT,SGWU0000033,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T18:49:00,2026-06-08T20:14:00,2026-06-10T11:24:00,0,"[""SGWU0000033:OUTBOUND""]",112
TXEU0000025:OUTBOUND,TXEU0000025,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T18:58:00,2026-06-08T19:31:00,2026-06-09T14:36:00,0,"[""TXEU0000025:STORAGE_PICK""]",138
WEWU0000036:CROSSDOCK,WEWU0000036,warehouse_crossdock,WH-01,WH-01_CROSSDOCK,2026-06-08T18:58:00,2026-06-08T20:57:00,2026-06-10T08:42:00,0,"[""WEWU0000036:RECEIVE""]",261
EVUU0000020:DRAY_OUT,EVUU0000020,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T19:15:00,2026-06-08T21:01:00,2026-06-10T04:06:00,0,"[""EVUU0000020:OUTBOUND""]",128
TXEU0000025:DRAY_OUT,TXEU0000025,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T19:31:00,2026-06-08T20:31:00,2026-06-09T14:36:00,0,"[""TXEU0000025:OUTBOUND""]",105
HSTU0000019:DELIVERY,HSTU0000019,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T19:42:00,2026-06-08T20:14:00,2026-06-10T08:00:00,0,"[""HSTU0000019:DRAY_OUT""]",32
SGOU0000041:DISCHARGE,SGOU0000041,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:12:00,2026-06-08T20:25:00,2026-06-10T21:12:00,0,[],460
AMIU0000017:CROSSDOCK,AMIU0000017,warehouse_crossdock,WH-02,WH-02_CROSSDOCK,2026-06-08T20:14:00,2026-06-08T22:08:00,2026-06-10T11:48:00,0,"[""AMIU0000017:RECEIVE""]",267
NLXU0000028:OUTBOUND,NLXU0000028,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T20:14:00,2026-06-08T21:04:00,2026-06-10T02:54:00,0,"[""NLXU0000028:CROSSDOCK""]",175
SGWU0000033:DELIVERY,SGWU0000033,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T20:14:00,2026-06-08T20:41:00,2026-06-10T11:24:00,0,"[""SGWU0000033:DRAY_OUT""]",27
MWGU0000042:DISCHARGE,MWGU0000042,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:18:00,2026-06-08T20:42:00,2026-06-11T00:18:00,0,[],479
QUKU0000043:DISCHARGE,QUKU0000043,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:24:00,2026-06-08T20:38:00,2026-06-10T15:24:00,0,[],501
BDEU0000008:STORAGE_PICK,BDEU0000008,warehouse_storage_pick,WH-01,WH-01_CROSSDOCK,2026-06-08T20:30:00,2026-06-08T22:02:00,2026-06-09T14:54:00,0,"[""BDEU0000008:RECEIVE""]",257
SMPU0000037:OUTBOUND,SMPU0000037,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T20:30:00,2026-06-08T21:10:00,2026-06-10T18:48:00,0,"[""SMPU0000037:STORAGE_PICK""]",132
ZRYU0000044:DISCHARGE,ZRYU0000044,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:30:00,2026-06-08T20:49:00,2026-06-10T12:30:00,0,[],561
TXEU0000025:DELIVERY,TXEU0000025,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T20:31:00,2026-06-08T21:16:00,2026-06-09T14:36:00,0,"[""TXEU0000025:DRAY_OUT""]",45
QUKU0000043:GATE_READY,QUKU0000043,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:38:00,2026-06-08T20:47:00,2026-06-10T15:24:00,0,"[""QUKU0000043:DISCHARGE""]",487
MWGU0000042:GATE_READY,MWGU0000042,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:42:00,2026-06-08T20:48:00,2026-06-11T00:18:00,0,"[""MWGU0000042:DISCHARGE""]",455
QUKU0000043:DRAY_IN,QUKU0000043,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T20:47:00,2026-06-08T21:43:00,2026-06-10T15:24:00,0,"[""QUKU0000043:GATE_READY""]",478
SGOU0000041:GATE_READY,SGOU0000041,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:47:00,2026-06-08T20:57:00,2026-06-10T21:12:00,0,"[""SGOU0000041:DISCHARGE""]",447
CHXU0000046:DISCHARGE,CHXU0000046,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:48:00,2026-06-08T21:01:00,2026-06-10T17:42:00,0,[],433
MWGU0000042:DRAY_IN,MWGU0000042,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T20:48:00,2026-06-08T21:55:00,2026-06-11T00:18:00,0,"[""MWGU0000042:GATE_READY""]",449
ZRYU0000044:GATE_READY,ZRYU0000044,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T20:49:00,2026-06-08T20:56:00,2026-06-10T12:30:00,0,"[""ZRYU0000044:DISCHARGE""]",542
ZRYU0000044:DRAY_IN,ZRYU0000044,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T20:56:00,2026-06-08T22:29:00,2026-06-10T12:30:00,0,"[""ZRYU0000044:GATE_READY""]",535
DUJU0000010:CROSSDOCK,DUJU0000010,warehouse_crossdock,WH-01,WH-01_CROSSDOCK,2026-06-08T20:57:00,2026-06-08T22:28:00,2026-06-10T19:06:00,0,"[""DUJU0000010:RECEIVE""]",237
SGOU0000041:DRAY_IN,SGOU0000041,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T20:57:00,2026-06-08T21:43:00,2026-06-10T21:12:00,0,"[""SGOU0000041:GATE_READY""]",437
WEWU0000036:OUTBOUND,WEWU0000036,warehouse_outbound,WH-01,WH-01_OUTBOUND,2026-06-08T20:57:00,2026-06-08T21:44:00,2026-06-10T08:42:00,0,"[""WEWU0000036:CROSSDOCK""]",142
AWRU0000049:DISCHARGE,AWRU0000049,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:00:00,2026-06-08T21:12:00,2026-06-10T12:00:00,0,[],366
CHXU0000046:GATE_READY,CHXU0000046,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:01:00,2026-06-08T21:09:00,2026-06-10T17:42:00,0,"[""CHXU0000046:DISCHARGE""]",420
EVUU0000020:DELIVERY,EVUU0000020,customer_delivery,CUSTOMER-NETWORK,CUSTOMER_DOCKS,2026-06-08T21:01:00,2026-06-08T21:23:00,2026-06-10T04:06:00,0,"[""EVUU0000020:DRAY_OUT""]",22
NLXU0000028:DRAY_OUT,NLXU0000028,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:04:00,2026-06-08T22:28:00,2026-06-10T02:54:00,0,"[""NLXU0000028:OUTBOUND""]",125
BIPU0000050:DISCHARGE,BIPU0000050,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:06:00,2026-06-08T21:20:00,2026-06-10T05:06:00,0,[],444
BBSU0000018:OUTBOUND,BBSU0000018,warehouse_outbound,WH-02,WH-02_OUTBOUND,2026-06-08T21:09:00,2026-06-08T21:46:00,2026-06-09T14:54:00,0,"[""BBSU0000018:STORAGE_PICK""]",132
CHXU0000046:DRAY_IN,CHXU0000046,drayage_import,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:09:00,2026-06-08T22:08:00,2026-06-10T17:42:00,0,"[""CHXU0000046:GATE_READY""]",412
KAPU0000045:DISCHARGE,KAPU0000045,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:09:00,2026-06-08T21:30:00,2026-06-11T03:36:00,0,[],359
SREU0000024:CROSSDOCK,SREU0000024,warehouse_crossdock,WH-02,WH-02_CROSSDOCK,2026-06-08T21:09:00,2026-06-08T22:39:00,2026-06-10T18:30:00,0,"[""SREU0000024:RECEIVE""]",257
SMPU0000037:DRAY_OUT,SMPU0000037,drayage_delivery,NETWORK,DRAYAGE_TRUCKS,2026-06-08T21:10:00,2026-06-08T22:14:00,2026-06-10T18:48:00,0,"[""SMPU0000037:OUTBOUND""]",92
RYNU0000051:DISCHARGE,RYNU0000051,terminal_discharge,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:12:00,2026-06-08T21:30:00,2026-06-11T08:12:00,0,[],420
BIPU0000050:GATE_READY,BIPU0000050,terminal_gate_ready,PORT-MARIEN,TERMINAL_CRANES,2026-06-08T21:20:00,2026-06-08T21:32:00,2026-06-10T05:06:00,0,"[""BIPU0000050:DISCHARGE""]",430
